"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","QE01_01","QE01_02","QE01_03","QE01_04","QE01_05","QE01_06","QE01_07","SD01","SD02_01","SD03","SD03_09","TC01_01","TC01_02","TC02_01","TC02_02","KV01_01","KV01_02","KV01_03","KV01_04","KV01_05","KV01_06","KV01_07","KV02_01","KV02_02","KV02_03","KV02_04","KV03_01","KV03_02","KV03_03","KV03_04","GR01_CP","GR01","GR02_01","GR02_02","GR02_03","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
"243",461,"35LQ7Q",NA,"base","interview","2018-10-08 13:49:26",4,5,2,6,3,5,4,2,50,8,"",4,4,3,2,7,7,7,7,7,7,6,1,4,2,1,4,4,4,4,23,7,2,1,-1,9,41,15,12,12,51,36,57,31,17,281,NA,"2018-10-08 13:54:08",1,0,10,10,0,0,1.42,58
"244",462,"IQUEMB",NA,"base","interview","2018-10-08 13:51:39",5,5,5,4,6,4,7,1,38,8,"",3,3,4,4,7,7,7,7,7,6,7,1,1,1,1,6,NA,NA,NA,23,1,1,1,1,8,37,29,29,102,41,24,42,15,12,339,NA,"2018-10-08 13:57:18",1,0,10,10,0,0,1.22,11
"245",463,"PKCRP0",NA,"base","interview","2018-10-08 13:52:24",1,1,1,7,1,2,2,2,69,8,"",5,5,4,1,7,7,7,7,6,6,7,7,7,7,6,2,2,2,2,23,7,2,1,-1,3,20,65,94,84,49,45,51,16,19,446,NA,"2018-10-08 13:59:50",1,0,10,10,0,0,1.22,23
"246",464,"G9F0OM",NA,"base","interview","2018-10-08 13:54:57",4,4,4,4,4,4,4,2,49,4,"",2,5,5,5,1,5,1,5,4,4,4,1,1,1,1,4,4,4,4,23,2,1,1,-1,2,23,9,18,9,23,20,42,15,10,171,NA,"2018-10-08 13:57:48",1,0,10,10,0,0,2.04,107
"247",465,"E06KVQ",NA,"base","interview","2018-10-08 13:59:08",7,5,6,7,5,7,6,1,54,8,"",3,4,5,5,5,6,7,6,4,6,7,5,5,5,3,5,5,5,4,23,3,1,-1,1,9,55,37,22,196,43,26,90,15,13,506,NA,"2018-10-08 14:07:34",1,0,10,10,0,0,1.03,7
"248",466,"7XOC1T",NA,"base","interview","2018-10-08 14:01:06",6,5,6,7,6,6,6,2,63,8,"",5,NA,NA,NA,6,7,7,7,6,6,5,2,2,2,2,NA,NA,NA,NA,23,5,1,0,0,3,52,36,NA,184,37,9,56,26,32,435,NA,"2018-10-08 14:08:21",1,0,10,10,0,0,1.32,29
"249",470,"A898DE",NA,"base","interview","2018-10-08 14:08:36",4,3,3,4,3,3,4,1,59,4,"",3,NA,NA,NA,6,6,7,3,6,3,6,2,2,3,1,5,5,6,NA,24,5,1,0,0,6,36,25,NA,49,32,12,40,16,17,233,NA,"2018-10-08 14:12:29",1,0,10,10,0,0,1.57,29
"250",471,"M2N68L",NA,"base","interview","2018-10-08 14:08:42",7,5,4,6,6,6,6,1,54,7,"",4,NA,NA,NA,2,7,7,3,2,1,7,1,1,1,1,6,6,6,NA,24,5,1,0,0,12,52,152,NA,137,372,10,48,15,22,495,NA,"2018-10-08 14:22:22",1,0,10,10,0,0,1.01,14
"251",472,"FR43ZT",NA,"base","interview","2018-10-08 14:09:04",5,3,3,6,3,6,6,1,42,7,"",5,3,5,1,6,5,6,6,6,5,6,1,1,1,1,NA,NA,NA,NA,24,2,1,1,-1,13,24,47,42,234,55,37,48,11,22,533,NA,"2018-10-08 14:17:57",1,0,10,10,0,0,0.99,9
"252",473,"ZPWR7U",NA,"base","interview","2018-10-08 14:10:54",6,6,6,7,6,6,7,2,63,8,"",4,2,3,2,7,7,7,7,4,5,7,1,4,2,1,6,6,6,6,24,9,2,-1,-1,4,30,14,21,55,33,32,39,34,22,284,NA,"2018-10-08 14:15:38",1,0,10,10,0,0,1.51,29
"253",474,"6K70UE",NA,"base","interview","2018-10-08 14:11:34",6,6,6,5,5,7,6,1,62,8,"",4,4,5,1,7,3,7,6,3,6,7,1,1,1,1,5,5,6,2,24,4,1,-1,-1,13,18,30,32,63,33,32,45,11,4,281,NA,"2018-10-08 14:16:15",1,0,10,10,0,0,1.55,34
"254",475,"LODVZU",NA,"base","interview","2018-10-08 14:12:33",5,2,4,7,5,7,7,2,27,8,"",4,4,5,5,6,5,6,5,3,4,7,1,1,1,1,NA,NA,NA,NA,24,3,1,-1,1,9,63,204,48,182,91,63,89,26,21,623,NA,"2018-10-08 14:25:50",1,0,10,10,0,0,0.65,1
"255",476,"P6MSAQ",NA,"base","interview","2018-10-08 14:18:35",4,3,3,6,3,5,5,2,23,7,"",5,5,4,4,5,3,5,3,5,3,3,5,7,5,5,NA,NA,NA,NA,24,3,1,-1,1,8,26,19,16,88,31,16,38,10,19,271,NA,"2018-10-08 14:23:06",1,0,10,10,0,0,1.56,29
"256",477,"5G7UGR",NA,"base","interview","2018-10-08 14:23:21",5,2,3,6,5,6,6,1,61,8,"",3,2,2,1,5,6,6,4,5,5,6,1,1,1,1,NA,NA,NA,NA,25,4,1,-1,-1,12,46,29,39,135,64,48,89,32,38,532,NA,"2018-10-08 14:32:13",1,0,10,10,0,0,0.76,0
"257",479,"WJLB15",NA,"base","interview","2018-10-08 14:29:32",6,5,5,7,6,7,7,1,73,8,"",3,4,5,1,6,7,7,6,1,2,6,4,4,4,1,NA,NA,NA,NA,25,9,2,-1,-1,11,35,23,21,74,39,34,44,24,19,324,NA,"2018-10-08 14:34:56",1,0,10,10,0,0,1.16,10
"258",480,"GFI79B",NA,"base","interview","2018-10-08 14:30:06",5,5,4,6,7,6,6,1,26,7,"",4,5,5,5,6,6,6,6,6,5,7,2,2,2,2,5,6,6,NA,25,8,2,-1,1,38,48,40,36,168,50,38,65,29,10,522,NA,"2018-10-08 14:38:48",1,0,10,10,0,0,0.84,3
"259",481,"2MWP1Y",NA,"base","interview","2018-10-08 14:34:15",5,5,3,4,1,5,4,2,42,8,"",4,5,5,1,7,7,7,7,6,6,7,1,1,1,1,NA,NA,NA,NA,25,9,2,-1,-1,1538,473,48,34,144,60,40,74,17,22,494,NA,"2018-10-08 15:15:06",1,0,10,10,0,0,0.66,1
"260",482,"PMUXPG",NA,"base","interview","2018-10-08 14:35:28",4,3,5,6,3,4,5,1,28,8,"",4,5,2,1,3,4,5,5,3,4,7,1,1,1,1,6,6,6,5,25,2,1,1,-1,5,39,34,28,126,56,29,76,19,10,422,NA,"2018-10-08 14:42:30",1,0,10,10,0,0,1.15,11
"261",483,"XRJ2X1",NA,"base","interview","2018-10-08 14:36:11",5,5,5,6,4,5,5,1,64,8,"",3,1,2,3,7,7,7,7,7,4,6,4,5,4,4,5,5,6,3,25,8,2,-1,1,7,16,18,7,168,28,24,32,10,23,333,NA,"2018-10-08 14:41:44",1,0,10,10,0,0,1.7,45
"262",484,"0FXL98",NA,"base","interview","2018-10-08 14:37:01",7,7,6,7,6,7,5,1,64,8,"",5,5,5,5,7,7,7,7,7,7,7,7,7,6,6,7,6,7,7,25,6,2,1,1,9,24,20,225,133,40,32,44,14,20,367,NA,"2018-10-08 14:46:22",1,0,10,10,0,0,1.12,12
"263",485,"31F47V",NA,"base","interview","2018-10-08 14:37:43",4,7,7,7,4,4,4,2,51,5,"",1,1,3,3,1,1,4,1,1,1,1,7,7,1,1,NA,NA,NA,NA,25,8,2,-1,1,6,25,17,12,12,30,17,35,20,22,196,NA,"2018-10-08 14:40:59",1,0,10,10,0,0,1.76,72
"264",486,"8UQ3MQ",NA,"base","interview","2018-10-08 14:47:47",3,3,3,5,2,3,3,1,36,8,"",3,3,4,1,5,5,3,3,3,3,6,2,2,1,2,7,6,6,4,25,7,2,1,-1,4,13,18,26,15,37,25,35,12,13,198,NA,"2018-10-08 14:51:05",1,0,10,10,0,0,1.86,68
"265",487,"UL7LTN",NA,"base","interview","2018-10-08 14:48:32",6,7,6,6,6,7,6,2,28,8,"",4,3,4,1,5,6,6,6,6,7,6,3,5,4,4,NA,NA,NA,NA,25,7,2,1,-1,3,11,17,25,60,15,626,22,10,9,202,NA,"2018-10-08 15:01:50",1,0,10,10,0,0,2.03,65
"266",488,"0HLS5E",NA,"base","interview","2018-10-08 14:49:47",6,6,5,6,6,6,6,2,32,8,"",4,4,4,1,6,6,6,6,4,3,6,2,5,4,3,NA,NA,NA,NA,25,7,2,1,-1,3,24,15,33,118,38,28,47,7,2,315,NA,"2018-10-08 14:55:02",1,0,10,10,0,0,1.81,69
"267",489,"J8S10Y",NA,"base","interview","2018-10-08 14:55:20",6,6,6,6,6,6,6,2,62,7,"",4,NA,NA,NA,6,4,7,5,7,6,6,4,4,4,2,6,6,6,6,26,5,1,0,0,7,1798,40,NA,61,30,8,61,21,16,288,NA,"2018-10-08 15:29:22",1,0,10,10,0,0,1.3,27
"268",490,"P5U3TS",NA,"base","interview","2018-10-08 14:56:29",6,3,3,7,5,6,6,1,23,7,"",4,NA,NA,NA,6,6,6,5,7,2,6,1,1,1,1,NA,NA,NA,NA,26,5,1,0,0,17,45,25,NA,116,39,12,57,31,32,374,NA,"2018-10-08 15:02:43",1,0,10,10,0,0,1.07,11
"269",491,"LMFNIO",NA,"base","interview","2018-10-08 14:57:07",5,2,6,5,5,7,7,NA,30,8,"",4,NA,NA,NA,7,7,7,7,6,3,7,1,1,2,2,6,6,6,NA,26,5,1,0,0,8,22,86,NA,122,34,6,38,9,14,339,NA,"2018-10-08 15:02:46",1,0,10,10,0,0,1.54,42
"270",492,"W1LTWH",NA,"base","interview","2018-10-08 14:57:42",6,2,4,5,4,6,6,2,55,8,"",3,3,5,1,6,6,7,7,7,6,7,2,2,2,1,NA,NA,NA,NA,26,2,1,1,-1,5,35,15,35,96,37,25,47,10,4,309,NA,"2018-10-08 15:02:51",1,0,10,10,0,0,1.62,37
"271",493,"Y193F1",NA,"base","interview","2018-10-08 14:59:13",5,6,5,6,5,5,7,1,32,8,"",4,5,3,5,6,5,7,7,6,6,7,1,1,1,1,NA,NA,NA,NA,26,1,1,1,1,19,39,30,78,256,59,28,52,18,25,604,NA,"2018-10-08 15:09:17",1,0,10,10,0,0,0.82,2
"272",494,"OFD9BB",NA,"base","interview","2018-10-08 15:00:19",6,6,4,7,5,7,7,1,23,7,"",5,5,5,5,7,7,7,7,7,6,7,2,2,2,2,NA,NA,NA,NA,26,6,2,1,1,6,23,25,35,187,30,22,36,13,16,393,NA,"2018-10-08 15:06:52",1,0,10,10,0,0,1.35,20
"273",496,"6IU0LM",NA,"base","interview","2018-10-08 15:06:58",3,2,4,6,5,6,6,1,26,8,"",4,3,4,3,7,7,7,6,5,4,7,1,1,1,1,6,5,6,5,26,3,1,-1,1,6,30,29,15,11,53,38,55,21,24,282,NA,"2018-10-08 15:11:40",1,0,10,10,0,0,1.37,59
"274",498,"RNBI1L",NA,"base","interview","2018-10-08 15:08:46",6,6,7,6,6,6,6,2,57,6,"",5,5,4,4,6,5,7,6,6,6,7,2,4,4,2,6,6,6,6,26,1,1,1,1,4,60,35,28,114,35,26,56,14,19,391,NA,"2018-10-08 15:15:17",1,0,10,10,0,0,1.22,14
"275",499,"23D8VR",NA,"base","interview","2018-10-08 15:11:25",4,4,5,5,4,5,6,1,70,7,"",3,3,2,4,5,5,6,6,5,3,6,1,1,1,1,NA,NA,NA,NA,26,3,1,-1,1,27,41,27,39,134,69,49,54,152,7,467,NA,"2018-10-08 15:21:24",1,0,10,10,0,0,0.9,8
"276",502,"X7J200",NA,"base","interview","2018-10-08 15:16:44",2,1,3,1,2,3,6,1,60,8,"",3,3,3,1,5,7,7,6,7,7,7,1,1,1,1,NA,NA,NA,NA,26,4,1,-1,-1,12,45,28,34,144,53,49,60,28,29,482,NA,"2018-10-08 15:24:46",1,0,10,10,0,0,0.84,1
"277",503,"GVXDLA",NA,"base","interview","2018-10-08 15:17:46",6,3,3,7,5,6,7,1,19,7,"",4,5,4,1,6,6,7,5,5,4,5,1,1,1,1,NA,NA,NA,NA,26,4,1,-1,-1,22,29,16,48,123,118,37,80,38,29,540,NA,"2018-10-08 15:26:46",1,0,10,10,0,0,0.85,7
"278",505,"W95AOY",NA,"base","interview","2018-10-08 15:23:45",5,5,5,7,6,6,7,1,29,8,"",4,5,2,1,6,5,6,3,5,2,4,1,1,1,1,5,6,6,6,26,4,1,-1,-1,3,33,36,23,46,34,24,55,22,33,309,NA,"2018-10-08 15:28:54",1,0,10,10,0,0,1.41,27
"279",506,"7B6VV9",NA,"base","interview","2018-10-08 15:24:31",3,1,3,5,3,3,7,2,25,7,"",4,4,5,1,7,7,6,7,7,6,7,5,5,4,4,5,NA,NA,NA,26,4,1,-1,-1,16,47,47,45,225,89,38,57,37,39,640,NA,"2018-10-08 15:35:11",1,0,10,10,0,0,0.67,0
"280",509,"23ZF6I",NA,"base","interview","2018-10-08 15:27:19",7,7,6,6,7,7,7,2,38,8,"",4,NA,NA,NA,6,6,7,6,6,4,6,5,4,5,5,NA,NA,NA,NA,27,10,2,0,0,12,6223,25,NA,42,31,5,35,24,20,238,NA,"2018-10-08 17:14:16",1,0,10,10,0,0,1.4,45
"281",510,"JJTFJG",NA,"base","interview","2018-10-08 15:28:05",2,3,2,6,3,3,6,2,32,8,"",4,4,4,2,6,6,6,1,5,6,5,6,6,5,3,NA,NA,NA,NA,27,2,1,1,-1,3,25,11,38,45,28,20,27,10,20,227,NA,"2018-10-08 15:31:52",1,0,10,10,0,0,1.89,50
"282",511,"JJMGB7",NA,"base","interview","2018-10-08 15:29:04",6,7,6,7,6,6,6,1,50,8,"",3,NA,NA,NA,6,6,6,6,2,4,6,4,6,4,6,NA,NA,NA,NA,27,10,2,0,0,16,49,22,NA,46,38,10,51,19,34,285,NA,"2018-10-08 15:33:49",1,0,10,10,0,0,1.37,24
"283",513,"649KXW",NA,"base","interview","2018-10-08 15:41:56",6,6,5,7,4,4,4,2,63,8,"",4,1,3,3,7,7,7,7,7,7,7,5,4,4,4,NA,NA,NA,NA,27,6,2,1,1,51,53,31,26,100,48,170,52,21,38,450,NA,"2018-10-08 15:51:46",1,0,10,10,0,0,0.8,2
"284",514,"TJYXLM",NA,"base","interview","2018-10-08 15:43:25",4,4,3,3,4,5,3,2,33,8,"",5,5,3,3,4,3,2,2,2,4,6,2,1,1,2,NA,NA,NA,NA,27,6,2,1,1,10,41,29,34,76,15,10,17,11,13,256,NA,"2018-10-08 15:47:41",1,0,10,10,0,0,1.77,41
"285",517,"ZSI9QW",NA,"base","interview","2018-10-08 15:46:41",7,5,4,4,6,6,6,1,60,8,"",4,2,3,3,7,6,7,6,7,4,6,2,2,3,2,NA,NA,NA,NA,27,6,2,1,1,10,50,22,60,241,55,66,70,33,38,645,NA,"2018-10-08 15:57:26",1,0,10,10,0,0,0.75,3
"286",518,"8UREVZ",NA,"base","interview","2018-10-08 15:46:49",4,5,5,7,3,6,4,1,24,7,"",3,2,3,3,6,6,7,5,6,6,6,3,4,3,3,6,6,7,4,27,6,2,1,1,50,60,45,21,11,78,42,93,65,2,467,NA,"2018-10-08 15:54:36",1,0,10,10,0,0,1.13,85
"287",519,"P4I64G",NA,"base","interview","2018-10-08 15:51:46",6,4,4,5,6,5,7,1,37,8,"",4,4,5,1,6,5,6,5,5,4,6,1,1,1,1,NA,NA,NA,NA,28,2,1,1,-1,14,52,28,33,181,53,33,49,16,18,477,NA,"2018-10-08 15:59:43",1,0,10,10,0,0,0.94,2
"288",522,"IRS1I5",NA,"base","interview","2018-10-08 15:54:04",4,4,4,4,4,4,4,2,33,8,"",2,1,2,1,5,5,7,7,5,4,3,2,4,2,2,NA,NA,NA,NA,28,9,2,-1,-1,100,38,38,31,31,25,24,41,18,22,279,NA,"2018-10-08 16:00:12",1,0,10,10,0,0,1.24,22
"289",523,"8ID2VH",NA,"base","interview","2018-10-08 15:57:12",3,4,3,7,4,3,4,2,62,9,"Promotion",4,4,4,3,6,6,7,7,5,7,3,4,3,5,4,NA,NA,NA,NA,28,1,1,1,1,5,40,20,189,34,106,43,67,36,3,385,NA,"2018-10-08 16:06:15",1,0,10,10,0,0,1.35,43
"290",524,"8NBL48",NA,"base","interview","2018-10-08 16:01:37",4,4,5,3,4,5,6,2,61,7,"",3,3,4,4,6,6,7,6,6,4,6,4,5,4,3,NA,NA,NA,NA,28,3,1,-1,1,6,42,30,17,69,40,38,82,13,3,340,NA,"2018-10-08 16:07:17",1,0,10,10,0,0,1.46,37
"291",525,"O3EMRQ",NA,"base","interview","2018-10-08 16:02:37",5,3,3,5,5,5,6,1,37,8,"",3,3,3,2,6,5,6,6,6,6,7,6,6,6,6,NA,NA,NA,NA,28,7,2,1,-1,19,32,16,38,90,50,33,41,19,11,349,NA,"2018-10-08 16:08:26",1,0,10,10,0,0,1.17,12
"292",532,"90UYDJ",NA,"base","interview","2018-10-08 16:13:44",3,4,4,7,3,3,6,2,37,6,"",4,NA,NA,NA,3,5,6,6,6,4,6,5,6,6,5,NA,NA,NA,NA,28,10,2,0,0,11,21,15,NA,55,34,6,38,12,3,195,NA,"2018-10-08 16:16:59",1,0,10,10,0,0,1.97,73
"293",533,"VABQVZ",NA,"base","interview","2018-10-08 16:15:19",5,6,6,5,4,5,6,2,21,7,"",2,NA,NA,NA,7,6,6,6,6,4,6,2,2,1,2,NA,NA,NA,NA,28,10,2,0,0,50,37,37,NA,93,39,12,52,17,26,363,NA,"2018-10-08 16:21:22",1,0,10,10,0,0,1.11,13
"294",537,"831TIX",NA,"base","interview","2018-10-08 16:18:37",7,6,6,7,6,6,7,2,24,8,"",4,5,4,5,5,6,6,4,5,4,4,1,2,2,1,5,4,NA,NA,28,8,2,-1,1,14,43,52,23,130,41,28,58,15,27,431,NA,"2018-10-08 16:25:48",1,0,10,10,0,0,0.97,5
"295",538,"G211N1",NA,"base","interview","2018-10-08 16:27:27",5,3,4,7,4,5,7,2,34,8,"",4,4,5,1,5,5,7,5,3,5,5,5,6,4,5,NA,NA,NA,NA,29,7,2,1,-1,6,55,43,40,443,54,56,76,25,15,813,NA,"2018-10-08 16:41:00",1,0,10,10,0,0,0.84,5
"296",540,"XE5H2S",NA,"base","interview","2018-10-08 16:34:28",1,6,1,6,1,4,4,2,71,8,"",4,4,3,3,6,6,6,7,7,6,7,4,6,4,4,NA,NA,NA,NA,29,9,2,-1,-1,10,28,47,38,143,51,39,69,27,12,464,NA,"2018-10-08 16:42:12",1,0,10,10,0,0,0.95,5
"297",541,"WXX5AU",NA,"base","interview","2018-10-08 16:35:02",6,5,5,7,5,7,6,1,19,7,"",3,4,4,1,2,2,4,1,2,1,2,1,1,1,1,6,6,5,7,29,7,2,1,-1,5,20,29,22,32,23,24,27,15,19,216,NA,"2018-10-08 16:38:38",1,0,10,10,0,0,1.73,40
"298",542,"5L9OLZ",NA,"base","interview","2018-10-08 16:35:42",7,2,1,7,6,7,6,2,34,8,"",5,5,5,1,7,7,7,7,7,7,5,7,4,7,6,7,6,7,5,29,7,2,1,-1,5,34,19,21,77,41,35,61,12,14,319,NA,"2018-10-08 16:41:01",1,0,10,10,0,0,1.38,20
"299",543,"",NA,"base","interview","2018-10-08 16:37:08",7,5,5,7,6,6,7,2,58,8,"",3,4,5,5,6,5,7,7,6,5,5,4,2,2,1,NA,NA,NA,NA,29,3,1,-1,1,6,75,54,47,138,64,36,75,25,5,525,NA,"2018-10-08 16:45:53",1,0,10,10,0,0,1.06,15
"300",544,"CAPHS6",NA,"base","interview","2018-10-08 16:38:52",6,6,6,7,4,6,7,2,62,8,"",4,5,4,2,7,7,7,7,7,7,7,4,6,4,3,NA,NA,NA,NA,29,8,2,-1,1,15,51,28,23,74,47,65,41,38,10,392,NA,"2018-10-08 16:45:24",1,0,10,10,0,0,1.05,10
"301",545,"QU9W1C",NA,"base","interview","2018-10-08 16:43:57",6,7,4,6,6,5,6,2,48,8,"",4,5,5,1,6,6,7,5,3,7,6,2,4,4,1,NA,NA,NA,NA,29,2,1,1,-1,3,40,26,39,109,44,30,67,28,14,400,NA,"2018-10-08 16:50:37",1,0,10,10,0,0,1.19,16
"302",546,"ZUZGQP",NA,"base","interview","2018-10-08 16:45:05",6,6,5,6,5,6,6,2,51,8,"",5,4,4,4,7,7,7,7,7,7,7,3,3,2,1,NA,NA,NA,NA,29,1,1,1,1,3,26,10,20,439,20,14,27,13,15,587,NA,"2018-10-08 16:54:52",1,0,10,10,0,0,1.86,51
"303",547,"G55GGO",NA,"base","interview","2018-10-08 16:48:13",7,1,4,1,6,7,7,2,26,8,"",5,5,5,5,6,6,6,6,6,7,6,3,4,5,3,4,5,5,4,29,1,1,1,1,140,51,96,34,120,48,31,47,14,16,468,NA,"2018-10-08 16:58:10",1,0,10,10,0,0,0.87,3
"304",548,"DI6R1F",NA,"base","interview","2018-10-08 16:51:08",6,5,5,7,7,7,7,2,55,7,"",5,5,5,5,4,2,4,3,6,2,5,3,2,3,2,6,6,6,6,29,1,1,1,1,9,41,17,39,104,42,25,51,19,17,364,NA,"2018-10-08 16:57:12",1,0,10,10,0,0,1.14,8
"305",550,"XGERT5",NA,"base","interview","2018-10-08 17:01:05",6,6,5,6,7,6,3,1,41,6,"",4,NA,NA,NA,7,7,7,7,7,5,7,3,5,3,4,4,6,6,4,29,5,1,0,0,14,51,28,NA,114,48,9,39,16,27,346,NA,"2018-10-08 17:06:51",1,0,10,10,0,0,1.22,17
"306",551,"ZHTWZ0",NA,"base","interview","2018-10-08 17:02:35",7,6,6,6,7,7,6,2,41,8,"",4,NA,NA,NA,6,6,7,6,6,4,6,5,5,5,4,6,6,6,4,29,5,1,0,0,41,58,51,NA,143,62,13,66,16,21,471,NA,"2018-10-08 17:10:26",1,0,10,10,0,0,0.93,9
"307",556,"LZFKGV",NA,"base","interview","2018-10-08 17:16:57",3,4,2,6,1,3,4,2,63,9,"mittlere Reife und Schule des Lebens",3,3,4,2,3,6,6,6,6,5,5,1,1,1,1,NA,NA,NA,NA,30,4,1,-1,-1,43,68,44,43,202,47,55,75,62,28,667,NA,"2018-10-08 17:28:04",1,0,10,10,0,0,0.61,0
"308",557,"NZAY58",NA,"base","interview","2018-10-08 17:19:55",2,2,2,3,3,5,4,1,32,8,"",4,4,4,1,2,5,7,5,6,4,6,1,1,1,1,5,5,5,5,30,4,1,-1,-1,14,32,23,21,88,29,37,44,21,4,313,NA,"2018-10-08 17:25:08",1,0,10,10,0,0,1.39,27
"309",558,"ZZP5RJ",NA,"base","interview","2018-10-08 17:31:58",7,5,4,5,5,6,7,2,70,6,"",4,4,2,1,6,2,6,6,5,5,7,3,5,3,3,NA,NA,NA,NA,30,2,1,1,-1,26,73,43,99,201,63,49,92,28,29,703,NA,"2018-10-08 17:43:41",1,0,10,10,0,0,0.58,0
"310",560,"6GEG7X",NA,"base","interview","2018-10-08 17:36:48",3,6,2,7,2,5,4,1,30,8,"",4,5,5,5,3,5,5,5,5,7,5,2,4,4,4,1,1,1,1,30,8,2,-1,1,4,33,31,29,855,67,32,89,19,44,463,NA,"2018-10-08 17:56:51",1,0,10,10,0,0,0.99,11
"311",561,"E8X1BH",NA,"base","interview","2018-10-08 17:38:00",7,7,7,7,4,7,7,1,65,4,"",5,5,5,5,7,7,7,7,4,7,7,7,7,7,7,NA,NA,NA,NA,30,8,2,-1,1,19,35,24,21,114,51,34,52,51,4,405,NA,"2018-10-08 17:44:45",1,0,10,10,0,0,1.18,20
"312",562,"G4R6AZ",NA,"base","interview","2018-10-08 17:39:42",1,7,5,7,2,6,6,2,26,8,"",4,5,4,5,1,1,1,7,1,1,1,1,6,1,1,4,4,6,NA,30,8,2,-1,1,2,20,15,22,143,32,16,31,9,9,299,NA,"2018-10-08 17:44:41",1,0,10,10,0,0,1.86,56
"313",563,"YIDCRR",NA,"base","interview","2018-10-08 17:39:59",6,6,5,7,5,6,4,2,47,8,"",2,3,4,3,7,6,7,7,6,7,7,6,7,6,6,NA,NA,NA,NA,30,8,2,-1,1,6,41,10,21,37,52,34,41,11,13,266,NA,"2018-10-08 17:44:25",1,0,10,10,0,0,1.65,35
"314",565,"SZFCGR",NA,"base","interview","2018-10-08 17:44:53",2,6,2,4,2,4,4,2,42,5,"",3,5,5,1,4,4,6,4,4,4,6,3,4,4,4,NA,NA,NA,NA,31,2,1,1,-1,5,55,24,32,45,55,32,67,24,7,346,NA,"2018-10-08 17:50:39",1,0,10,10,0,0,1.35,22
"315",567,"7X8C7D",NA,"base","interview","2018-10-08 17:52:17",4,6,5,6,3,6,5,2,53,5,"",3,5,3,1,6,6,6,6,6,4,2,6,6,6,6,6,6,6,5,31,9,2,-1,-1,4,115,16,17,35,27,35,38,19,17,323,NA,"2018-10-08 17:57:40",1,0,10,10,0,0,1.59,35
"316",568,"QBLJY0",NA,"base","interview","2018-10-08 17:53:05",4,3,4,3,4,3,4,2,62,8,"",3,NA,NA,NA,3,6,6,6,6,5,2,3,3,2,2,NA,NA,NA,NA,31,10,2,0,0,3,18,11,NA,7,28,5,38,14,3,127,NA,"2018-10-08 17:55:12",1,0,10,10,0,0,2.42,149
"317",569,"B03EEJ",NA,"base","interview","2018-10-08 17:53:58",5,6,7,6,7,7,7,1,54,6,"",4,4,5,5,7,7,1,6,7,5,7,1,1,2,3,7,7,7,6,31,3,1,-1,1,8,78,44,19,26,64,50,80,29,34,432,NA,"2018-10-08 18:01:10",1,0,10,10,0,0,1.04,22
"318",570,"4C2QX2",NA,"base","interview","2018-10-08 17:56:38",6,6,6,5,6,6,6,1,44,5,"",3,NA,NA,NA,4,4,6,5,5,5,5,2,2,2,1,NA,NA,NA,NA,31,5,1,0,0,5,19,9,NA,27,18,6,23,10,9,126,NA,"2018-10-08 17:58:44",1,0,10,10,0,0,2.47,94
"319",571,"04DYEA",NA,"base","interview","2018-10-08 17:59:42",2,2,2,7,2,6,4,2,49,8,"",3,3,5,5,7,7,7,6,4,3,7,4,5,5,5,5,5,5,4,31,6,2,1,1,13,35,31,26,52,48,31,45,22,20,323,NA,"2018-10-08 18:05:05",1,0,10,10,0,0,1.14,9
"320",572,"BLVSUD",NA,"base","interview","2018-10-08 18:00:26",3,5,4,6,5,5,5,1,48,4,"",4,4,4,4,6,6,7,7,7,4,2,1,1,1,1,NA,NA,NA,NA,31,3,1,-1,1,9,24,18,12,51,37,14,27,18,3,213,NA,"2018-10-08 18:03:59",1,0,10,10,0,0,1.91,57
"321",575,"7CCY62",NA,"base","interview","2018-10-08 18:08:50",4,4,4,4,4,4,4,1,49,5,"",1,3,3,3,4,4,4,4,4,4,4,1,1,3,1,NA,NA,NA,NA,32,2,1,1,-1,12,33,21,31,20,38,50,32,16,4,257,NA,"2018-10-08 18:13:07",1,0,10,10,0,0,1.55,49
"322",577,"Q3WGGO",NA,"base","interview","2018-10-08 18:12:12",5,6,5,7,5,6,7,1,30,8,"",4,4,5,5,6,5,7,5,7,6,7,3,4,4,4,6,5,5,4,32,6,2,1,1,11,37,34,41,114,40,27,50,10,13,377,NA,"2018-10-08 18:18:29",1,0,10,10,0,0,1.15,9
"323",578,"11LLCW",NA,"base","interview","2018-10-08 18:12:41",7,7,6,7,7,7,7,2,58,5,"",4,NA,NA,NA,5,3,6,4,1,2,3,5,7,7,5,6,6,6,6,32,10,2,0,0,11,54,211,NA,45,28,10,82,40,7,308,NA,"2018-10-08 18:20:49",1,0,10,10,0,0,1.4,31
"324",579,"YZLJZ1",NA,"base","interview","2018-10-08 18:12:44",7,3,3,7,4,5,3,1,56,8,"",3,4,4,2,7,7,7,7,4,5,6,4,3,6,6,NA,NA,NA,3,32,7,2,1,-1,24,46,55,25,127,50,68,59,16,9,479,NA,"2018-10-08 18:20:43",1,0,10,10,0,0,0.94,6
